notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrower 
BBA1C7,Sandguss@de,,"Gusstechnik, bei der die Negativform mit Hilfe eines speziellen Sandes, dem sog. ""Formsand"", hergestellt wird. Als Hilfmittel dient ein zweiteiliger Formrahmen, dessen beiden Hälften nacheinander so mit Formsand befüllt werden, dass ein Modell des Werkstückes zwischen den beiden Formrahmenhälften im Sand eingebettet ist. Damit sich der Sand entlang der Fuge zwischen den beiden Formrahmenhälften trennt und sich auch das Modell ohne Probleme entnehmen lässt, bedarf es eines Trennmittels, dem sog. ""Formpuder"", der aus dem Sporenstaub des Keulenbärlapps (Lycopodium) besteht. Durch einen Einguss wird heißes, flüssiges Metall in die so erstellte Negativform gefüllt, das in der Form erstarrt und auf diese Weise dessen Form im Positiven abbildet.",BGC8F3,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 157/158.",,,,,
CA4B11,Wachsausschmelzverfahren@de,,"Gusstechnik, bei der ein aus Wachs geformtes Modell des Werkstücks mit Ton/Lehm (im modernen Verfahren auch mit anderen feuerfesten Materialien) ummantelt wird und das Wachs anschließend aus der Form herausgeschmolzen wird. Der entstandene Hohlraum dient dann als Gussform und wird mit flüssigem Metall ausgefüllt. Um das erkaltete Werkstück aus der Form entnehmen zu können, muss die Form zerstört werden. Das Wachsausschmelzverfahren ist eine der ältesten Gusstechniken des Goldschmiedehandwerkes und wurde bereits in der ""Schedula diversarum artium"" des Theophilus Presbyter (Buch III, Kapitel LXI) beschrieben.",BGC8F3,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 160 - 166.| Technisch-wissenschaftliche Grundlagen des Goldschmiedens Teil 1. Grundtechniken der Herstellung von Schmuck und Gerät (Wiesbaden 2016), S. 120 - 126.| DIN EN 12883",,,,,
D75A3A,gebogen@de,Biegen@de,"umformendes Fertigungsverfahren, bei dem ein metallisches Werkstückes durch die Einwirkung äußerer Kräfte in eine gezielt gekrümte Form gebracht wird, ohne Materialverlust. Die äußere Zone des Werkstoffes wird dabei gestreckt, während die innere Zone gestaucht wird. Mit Hilfe dieses formgebenden Verfahrens werden Rohre, Ösen, Profile und gewölbte Bleche sowie komplexere Werkstücken mit gebogener Formen hergestellt.",AGG387,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 237 - 251.",,,,,
B64825,geschmiedet@de,Schmieden@de,"umformendes Fertigungsverfahren von Metall, bei dem das Werkstück durch Schläge mit einem Hammer auf einem Amboss in die gewünschte Form gebracht wird. Bei der Eisen bzw. Stahlbearbeitung bezieht sich der Begriff in der Regel auf die Bearbeitung im glühenden Zustand, während er bei Nichteisenmetallen generell für spanlose Umformarbeiten des Querschnitts, unabhängig von der Temperatur des Werkstückes, verwendet wird. Je nach angestrebter Form werden unterschiedlich geformte Hämmer und Ambosse aus verschiedenen Materialien verwendet.",AGG387,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 225 - 232.",,,,,
D18BBG,getrieben@de,Treiben@de,"spanloses Umformungsverfahren für Metalle zur Herstellung von Gefäßen und Hohlkörpern sowie zur Reliefgestaltung aus Blech. Dabei wird das Blech mit verschiedenen Hämmern oder Punzen auf weichen bzw. nachgiebigen Unterlagen (Holz, Filz, Leder, Blei, Kitt) oder auf unterschiedlichen Stahlambossen durch gezielte Schläge unter Verminderung der Blechdicke in die gewünschte Form gebracht. Die Bearbeitung erfolgt dabei im kalten Zustand, sodass in regelmäßigen Abständen ein Rekristalisationsglühen des verspannten Metallgefüges notwendig ist. Für dieses Formungsverfahren müssen die bearbeiteten Materialien eine ausreichende Dehnungsfähigkeit aufweisen, weshalb sich vor allem Edelmetalle und deren Legierungen, sowie Kupfer und Kupferlegierungen eignen.",AGG387,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 268.| DIN 8583-3",,,,,
D74CG7,aufgezogen@de,Aufziehen@de,"Treibtechnik, bei der ein Blech durch gezielte und genau dosierte Hammerschläge so gestaucht wird, dass sich sein Rand zwangsweise nach oben und innen wölbt. Auf diese Weise wird durch sich ständig wiederholendes Stauchen und Strecken ein Hohlkörper gebildet, dessen Ausgestaltung ""frei Hand"" geformt wird. Die Bearbeitung erfolgt dabei auf weicher (Holz) oder harter (Stahl) Unterlage, ohne Gegenform, die die endgültige Form des Hohlkörpers vorgibt.",D18BBG,,"Technisch-wissenschaftliche Grundlagen des Goldschmiedens Teil 1. Grundtechniken der Herstellung von Schmuck und Gerät (Wiesbaden 2016). Seitenzahl raussuchen!| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 268, 274.",,,,,
A26FD8,aufgetieft@de,Auftiefen@de|Tiefen@de,"Treibtechnik, bei der ein Blech in eine mehr oder weniger passende Gegenform (z.B. Stahlanke, Kitt, Holz, etc.) eingehämmert und auf diese Weise kalt umgeformt wird.",D18BBG,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 268, 271.| Technisch-wissenschaftliche Grundlagen des Goldschmiedens Teil 1. Grundtechniken der Herstellung von Schmuck und Gerät (Wiesbaden 2016). Seitenzahl raussuchen!",,,,,
A8C667,geprägt@de,Prägen@de|Prägung@de,"formgebende Technik, bei der ein Material durch Druck mechanisch verformt wird, um eine reliefartige Strukur oder Muster zu erzeugen. Dabei wird ein Stempel, welcher entsprechend des Negativmotives ausgearbeitet ist, in das Material eingedrückt, wodurch sich dessen Materialstärke verändert. Das Relief kann einseitig oder beidseitig aufgepräft werden.",AGG387,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 307, 310.",,,,,
ACG977,gepresst@de,Pressen@de|Pressung@de,,AGG387,,,,,,,
F6543A,gedrückt@de,Drücken@de,,AGG387,,,,,,,
G45985,gezogen@de,Ziehen@de,"Umformverfahren, bei dem ein Werkstoff, meist Metall, durch die formgebende Öffnung eines Zieheisens gezogen wird. Dabei wird der Querschnitt des Materials verringert und seine Länge erhöht, ohne das Material zu trennen. Dieses Verfahren wird häufig zur Herstellung von Drähten, Rohren oder Profilen verwendet.",AGG387,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 181 - 184.",,,,,
A8B581,gedengelt@de,Dengeln@de,,AGG387,,,,,,,
F1751B,geblasen@de,,,AGG387,,,,,,,
C16778,geschmolzen@de,Schmelzung@de,,AGG387,,,,,,,
ACA175,gewickelt@de,Wickelung@de,,AGG387,,,,,,,
B4FD9B,gerollt@de,Rollung@de,,AGG387,,,,,,,
D6CAG4,Strip-twisting@de,,,B4FD9B,,,,,,,
BG73GA,Block-twisting@de,,,B4FD9B,,,,,,,
C5F279,modelliert@de,geformt@de,,AGG387,,,,,,,
FGF4G9,scheibengedreht@de,Scheibendrehen@de,,AGG387,,,,,,,
D92DAG,handaufgebaut@de,Handaufbau@de,,AGG387,,,,,,,
AA5F82,Wulsttechnik@de,,,D92DAG,,,,,,,
G6FB44,Plattentechnik@de,,,D92DAG,,,,,,,
B28G12,nachgedreht@de,überdreht@de,,AGG387,,,,,,,
FFC35B,gedrechselt@de,,,AGG387,,,,,,,
G29AD2,geglättet@de,Glättung (formgebende Technik)@de,,AGG387,,,,,,,
C61723,geschnitzt (formgebende Technik)@de,Schnitzen (formgebende Technik)@de,,AGG387,,,,,,,
F94C34,geraspelt@de,,,AGG387,,,,,,,
F22BD7,gehobelt@de,,,AGG387,,,,,,,
B437A9,gebeilt@de,,,AGG387,,,,,,,
C1A32C,geschnitten@de,,,AGG387,,,,,,,
B1B854,gespitzt@de,,,AGG387,,,,,,,
BAB7B3,gezahnt@de,,,AGG387,,,,,,,
BGFD79,gebrannt@de,Brand@de,,AGG387,,,,,,,
C3D36A,reduzierender Brand@de,,,BGFD79,,,,,,,
DD6G2G,oxidierender Brand@de,,,BGFD79,,,,,,,
F2244D,Verzierungstechnik@de,Dekor@de|Veredelungstechnik@de,"Methode(n), die zur Ausarbeitung der an dem Objekt festgestellten Verzierungselemente verwendet wurden",D6BCC2,,,,,,,
B14C4A,emailliert@de,Email@de|Emaillierung@de,"Verzierungsmethode, bei der Glas bzw. eine glasartige Matrix auf eine Metalloberfläche oder in vorbereitete Zellen auf- bzw. eingeschmolzen wird.",F2244D,,"DIN EN ISO 2080:2022-06, Metallische und andere anorganische Überzüge - Oberflächenbehandlung, metallische und andere anorganische Überzüge - Wörterbuch (ISO 2080:2022); Deutsche und Englische Fassung EN ISO 2080:2022, Deutsches Institut für Normung.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 407 - 413.",,,,,
CG8188,Zellenemail@de,,"Emailtechnik, bei der auf eine Grundplatte mit einem flachgewalzten, hochkant stehenden Draht Muster und Formen gebildet und mit Tragantlösung aufgeklebt oder mit Emaillot festgelötet werden. Die dadurch gebildeten Zellen werden anschließend als einzelne Farbflächen mit Email gefüllt. Im Unterschied zum Stegemail wird die über die Emailfläche herausstehende Drahtkante (Stege) bis auf die Ebene des Emails heruntergearbeitet, sodass eine ebene, geschlossene Fläche entsteht.",B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 408, 411.",,,,,
G1A3FB,Stegemail@de,Filigranemail@de,Emailtechnik ähnlich dem Zellenemail. Auf eine Grundplatte werden flachgewalzte Drahtstücke hochkant stehend zu einem Muster gelegt und mit Tragantlösung aufgeklebt bzw. bei komplexeren Formen aufgelötet. Die durch diese Stege entstehenden Zellen werden mit Email gefüllt. Im Gegensatz zum Zellenemail bleiben die überstehenden Stege beim Stegemail erhalten und werden nicht auf die Ebene des Emails abgeschliffen.,B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 408, 411.",,,,,
DA226G,Grubenemail@de,,"Emailtechnik, bei der in eine Grundplatte Vertiefungen (Gruben) eingebracht und anschließend mit Email gefüllt werden. Die Vertiefungen können dabei durch Gravieren, Meißeln, Ätzen, Feile oder andere materialabtragende Techniken erzeugt werden.",B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 408, 411.",,,,,
FB5C1F,Fensteremail@de,,"Emailtechnik, bei der Emailschichten in Aussparungen durchbrochener Grundplatten oder in die Zwischenräume aus Stegen montierter Ornamente eingefüllt werden. Als Hinterlegung dienen Glimmer- oder dünne Metallfolien während des Schmelzvorganges, die im Anschluss von der Rückseite entfernt oder abgeschliffen werden. Die auf diese Weise entstehenden Werkstücke erinnern an farbige Fenster, die bei hindurchfallendem Licht eine prächtige leuchtende Optik zeigen.",B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 408/409.",,,,,
G53328,Körperemail@de,,"Emailtechnik, bei der ein dreidimensionaler Metallkörper vollständig mit Email überzogen wird.",B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 409.",,,,,
D27B9A,Emailmalerei@de,,"Emailtechnik, bei der auf einer mit opak-weißem Email überzogenen Grundfläche mit Metalloxidfarben ein Motiv aufgemalt wird. Durch den Brand im Ofen verbinden sich die Metalloxide mit der Glasmasse des Grundemails. Häufig wird abschließend noch eine dünne Schicht eines durchsichtigen Emails als Glasurüberzug aufgebracht.",B14C4A,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 409.",,,,,
A2FA1B,nielliert@de,Niellierung@de|Einschmelzverfahren@de,"Verzierungstechnik, bei der Vertiefungen auf Metalloberflächen, meist aus Silber oder Gold mit hohem Feingehalt, mit einer schwarzen, metallhaltigen Schwefelmasse (Niello) ausgefüllt werden. Die Masse wird in die eingravierten oder geätzten Muster eingebracht und anschließend durch Erhitzen fixiert. Nach dem Abkühlen wird die Oberfläche poliert, sodass die glänzenden Metallflächen und die dunklen Niello-Einlagen ein kontrastreiches, dekoratives Erscheinungsbild ergeben.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 405.",,,,,
BA8198,Intarsieneinlage@de,,"Verzierungstechnik, bei der Metalleinlagen in Holz oder Metall dekorativ eingebracht werden.",F2244D,,"Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S. 94.",,,,,
BGC695,tauschiert@de,Tauschierung@de,"Metall-Intarsia, bei der weiche Metalle unterschiedlicher Farben bzw. Legierungen in vorgearbeitete Vertiefungen einer härteren Metalloberfläche eingelegt werden. Die dünnen Drähte, Bleche oder anderen Formen werden mechanisch durch Hämmern, Pressen oder Anreiben fixiert. Auf diese Weise entstehen, durch den Farbunterschied zwischen Einlage- und Grundmetall, dekorative Muster.",BA8198,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 413 - 416.",,,,,
DF7759,graviert@de,Gravur@de|Gravierung@de,"Verzierungstechnik, bei der Muster, Schriften oder Motive durch das Herausschneiden von Material aus der Oberfläche eines Werkstücks angefertigt werden. Diese Vertiefungen werden mithilfe von Sticheln erzeugt, wobei die Stichelspitze dabei einem spanabhebenden Keil entspricht. Dieser wird in einem schrägen Winkel auf das Metall aufgesetzt und mit Handkraft in das Metall eingedrückt sowie gleichzeitig vorwäts geschoben. Zur Erzeugung unterschiedlicher Furchen kommen Stichel unterschiedlicher Form und Breite zum Einsatz.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 417.",,,,,
FD6617,punziert@de,Punzierung@de,,F2244D,,,,,,,
B9835A,geätzt@de,Ätzung@de,"Verzierungstechnik, bei der Muster oder bildliche Motive durch chemisches oder elektrochemisches Abtragen von Material in die Oberfläche eines Werkstücks eingebracht werden. Dazu wird die zu erhaltende Fläche mit einem säure- oder laugenresistenten und reversiblen Schutzlack abgedeckt, bevor die freigelegten Bereiche mithilfe von Ätzmitteln (z.B. Salpetersäure, Salzsäure, Königswasser oder Eisenchlorid) gezielt bearbeitet werden.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 435 - 440.",,,,,
FFFCB7,durchbrochen (Verzierungstechnik)@de,Durchbruch (Verzierungstechnik)@de,,F2244D,,,,,,,
BF6D19,gestempelt@de,Stempelung@de,,F2244D,,,,,,,
A5C668,ziseliert@de,Ziselierung@de,"Verzierungstechnik, bei der mit Profilpunzen und einem speziell geformtem Hammer - dem sog. ""Ziselierhammer"" - feine Muster, Figuren oder ganze Reliefs in eine Metalloberfläche getrieben werden. Das Material wird dabei zur Seite gedrückt und mit gezielten Hammerschlägen plastisch verformt.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 425 - 429.",,,,,
C9C527,granuliert@de,Granulation@de,"Verzierungstechnik, bei der feine Metallkügelchen (Granalien), meist aus Gold oder Silber, auf der Oberfläche eines Werkstückes in regelmäßigen Mustern und ornamentalen Motiven aufgebracht werden.
Diese Kügelchen werden entweder durch Löten bzw. Schweißen auf der Metalloberfläche fixiert und erzeugen eine strukturierte, reliefartige Oberfläche. Granulation wird häufig in der Schmuckherstellung sowie in der antiken Kunst verwendet, um besonders filigrane und kunstvolle Effekte zu erzielen.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S.352 - 356.",,,,,
BF3639,filigranverziert@de,Filigranverzierung@de|Filigran@de,"zarte Verzierungstechnik, bei der feine Drähte aus Metall, meist Gold oder Silber, zu filigranen Mustern oder ornamentalen Formen verarbeitet werden. Flachgewalzte Kordel- Gewinde und/oder Runddrähte werden zu komplexen Gebilden wie Ranken, Blumen oder geometrischen Motive, häufig mit symmetrischen und sich mehrfach wiederholenden Elementen, gebogen und entweder zu einem eigenständigen Netzwerk miteinander verlötet oder direkt auf ein zu verzierendes Werkstück aufgelötet. Die Technik zeichnet sich durch eine ausgesprochen präzise, elegante Ausführung und Detailreichtum aus.",F2244D,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S.261 - 264.",,,,,
F396G6,bemalt@de,Bemalung@de,"Verzierungstechnik, bei durch gezielten Farbauftrag dekorative Muster, Formen oder Motive auf die Objektoberfläche erzeugt werden.",F2244D,,,,,,,
A21993,kaltbemalt@de,Kaltbemalung@de|kalte Bemalung@de,"Verzierungstechnik, bei der Keramik- oder Glasobjekte mit farbigen Dekormalereien versehen werde, ohne dass ein weiterer Brand erfolgt. Die Farben bleiben auf der Oberfläche und sind daher weniger dauerhaft, da keine Verschmelzung mit einer Glasur bzw. der Glasoberfläche erfolgt.",F396G6,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.26/27.",,,,,
B225DC,hintermalt@de,Hintermalung@de,,F396G6,,,,,,,
A19F86,Schlickermalerei@de,Engobenmalerei@de|Tonschlickermalerei@de,"Verzierungstechnik an Keramikobjekten, bei der mit einem dünnen Schlickerton Muster, Figuren oder ganze Darstellungen auf das in der Regel ungebrannte, halbtrockene Objekt gemalt werden. Anschließend wird der Schlickerton eingebrannt und es entsteht eine versinterte Keramikschicht auf der Objektoberfläche.",F396G6,G56866,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.16/17.",,,,,
GB8544,lackiert@de,Lackierung@de,,F396G6,,,,,,,
G56866,engobiert@de,Engobe@de,"Verzierungstechnik an Keramikobjekten, bei der der Keramikscherben mit einer Engobe - d.h. einer dünnen Beschichtung einer andersfarbigen oder qualitätvolleren Keramik überzogen wurde. Dies kann z.B. zum Zwecke haben einen ""minderwertigeren"" Ton zu überdecken oder eine homogene Grundlage für eine anschließende Bemalung zu schaffen. Hierzu wird entweder das gesamte Gefäß in einen dünnen Tonschlicker getaucht oder dieser gezielt auf das Objekt aufgetragen. Durch einen anschließenden Brand versintert die Tonschlickerschicht und es entsteht eine dichte Engobe auf der Scherbenoberfläche.",F2244D,A19F86,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.16/17.",,,,,
F2AG55,glasiert@de,Glasur@de,"Verzierungstechnik an Keramikobjekten, bei der eine dünne Lage aus Glas auf die Keramikoberfläche aufgeschmolzen wird. Diese Glasur soll die Keramik in der Regel gegen Wasseraufnahme abdichten, eine härtere, beständigere Oberfläche und/oder schlicht ein dekorativeres Erscheinungsbild erzeugen. Je nach gewünschter Optik können Glasuren aus verschiedenen gemahlenen Gesteinen oder Gläsern (Fritten), Metalloxyden und -salzen sowie weiteren Hilfsstoffen erzeugt werden.",F2244D,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.16/17.",,,,,
